url_article,Date,Auteur,Titre,Annee
https://pubmed.ncbi.nlm.nih.gov/16967801/#affiliation-1,['2006 Sep;'],"['Elco Oost', 'Gerhard Koning', 'Pranobe V Oemrawsingh', 'Boudewijn P F Lelieveldt']",Automated contour detection in X-ray left ventricular angiograms using multiview active appearance models and dynamic programming,2006
https://pubmed.ncbi.nlm.nih.gov/28268577/#affiliation-1,['2016 Aug;'],"['M H Jafari', 'N Karimi', 'K Ward']",Automatic detection of melanoma using broad extraction of features from digital images,2016
https://pubmed.ncbi.nlm.nih.gov/19268855/#affiliation-1,['2009 Apr;'],"['Pascal Andreas Thomas Baltzer', 'Diane M Renz', 'Mieczyslaw Gajda', 'Werner A Kaiser']",Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,2009
https://pubmed.ncbi.nlm.nih.gov/19926514/#affiliation-1,['2010 Jan;'],"['André Victor Alvarenga', 'Antonio Fernando C Infantosi', 'Carolina M Azevedo']",Assessing the performance of morphological parameters in distinguishing breast tumors on ultrasound images,2010
https://pubmed.ncbi.nlm.nih.gov/30909974/#affiliation-1,['2019 Mar 25;'],"['Xi Leng', 'Peng Fang', 'Huan Lin', 'Chunhong Qin', 'Xin Tan', 'Yi Liang', 'Chi Zhang', 'Hongzhuo Wang', 'Jie An', 'Donglin Wu', 'Qihui Liu', 'Shijun Qiu']",Application of a machine learning method to whole brain white matter injury after radiotherapy for nasopharyngeal carcinoma,2019
https://pubmed.ncbi.nlm.nih.gov/29034407/#affiliation-1,['2018 May;'],"['Ricardo de Lima Thomaz', 'Pedro Cunha Carneiro', 'João Eliton Bonin', 'Túlio Augusto Alves Macedo', 'Ana Claudia Patrocinio', 'Alcimar Barbosa Soares']",Novel Mahalanobis-based feature selection improves one-class classification of early hepatocellular carcinoma,2018
https://pubmed.ncbi.nlm.nih.gov/25044213/#affiliation-1,['2014 Dec;'],"['Yongsheng Zhang', 'Daniel Y Kimberg', 'Myrna F Schwartz']",Multivariate lesion-symptom mapping using support vector regression,2014
https://pubmed.ncbi.nlm.nih.gov/19694270/#affiliation-1,['2009;'],"['Bing Ma', 'Charles R Meyer', 'Thomas L Chenevert', 'Craig J Galbán', 'Lindsay W Turnbull']",Voxel-by-voxel functional diffusion mapping for early evaluation of breast cancer treatment,2009
https://pubmed.ncbi.nlm.nih.gov/25429060/#affiliation-1,['2015 Apr 1;'],"['Meng-Hsiun Tsai', 'Mu-Yen Chen', 'Steve G Huang', 'Yao-Ching Hung', 'Hsin-Chieh Wang']",A bio-inspired computing model for ovarian carcinoma classification and oncogene detection,2015
https://pubmed.ncbi.nlm.nih.gov/19097226/#affiliation-1,['2009 Jan;'],"['Volker J Schmid', 'Brandon Whitcher', 'N Jane Taylor']",A Bayesian hierarchical model for the analysis of a longitudinal dynamic contrast-enhanced MRI oncology study,2009
https://pubmed.ncbi.nlm.nih.gov/18979803/#affiliation-1,['2008;'],"['Satish Viswanath', 'B Nicolas Bloch', 'Neil Rofsky', 'Jonathan Chappelow', 'Anant Madabhushi']","A comprehensive segmentation, registration, and cancer detection scheme on 3 Tesla in vivo prostate DCE-MRI",2008
https://pubmed.ncbi.nlm.nih.gov/19542415/#affiliation-1,['2009 Jul;'],"['John A Bonavita', 'Jason Mayo', 'Genevieve Bennett', 'Michael Macari']",Pattern recognition of benign nodules at ultrasound of the thyroid: which nodules can be left alone?,2009
https://pubmed.ncbi.nlm.nih.gov/30417933/#affiliation-1,['2019 May;'],"['Vincent Chin-Hung Chen', '\n              2\n            ', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', 'Jun-Cheng Weng', '\n              3\n            ']",Predicting chemo-brain in breast cancer survivors using multiple MRI features and machine-learning,2019
https://pubmed.ncbi.nlm.nih.gov/21721830/#affiliation-1,['2011 Jun;'],"['Eladio Rodriguez-Diaz', 'David A Castanon', 'Irving J Bigio']",Spectral classifier design with ensemble classifiers and misclassification-rejection: application to elastic-scattering spectroscopy for detection of colonic neoplasia,2011
https://pubmed.ncbi.nlm.nih.gov/31344432/#affiliation-1,['2019 Nov 15;'],"['Satoshi Takahashi', 'Wataru Takahashi', 'Shota Tanaka', 'Akihiro Haga', 'Takahiro Nakamoto', 'Yuichi Suzuki', 'Akitake Mukasa', 'Shunsaku Takayanagi', 'Yosuke Kitagawa', 'Taijun Hana', 'Takahide Nejo', 'Masashi Nomura', 'Keiichi Nakagawa', 'Nobuhito Saito']",Radiomics Analysis for Glioma Malignancy Evaluation Using Diffusion Kurtosis and Tensor Imaging,2019
https://pubmed.ncbi.nlm.nih.gov/15615284/#affiliation-1,['2004 Dec;'],"['Shanmei Ji', 'Yasushi Matsumura', 'Hirohiko Nakano', 'Tadamasa Teratani', 'Takahiro Mineno']",Creation of a master table for checking indication and contraindication of medicine from a knowledge base linked with a thesaurus,2004
https://pubmed.ncbi.nlm.nih.gov/29609039/#affiliation-1,['2018 Jun;'],"['Huiquan Wang', 'S Nizam Ahmed', 'Mrinal Mandal']",Computer-aided diagnosis of cavernous malformations in brain MR images,2018
https://pubmed.ncbi.nlm.nih.gov/33172076/#affiliation-1,['2020 Nov 6;'],"['Yong Joon Suh', 'Jaewon Jung', 'Bum-Joo Cho', '\n              3\n            ']",Automated Breast Cancer Detection in Digital Mammograms of Various Densities via Deep Learning,2020
https://pubmed.ncbi.nlm.nih.gov/16845208/#affiliation-1,['2006;'],"['Paweł Baranczewski', 'Andrzej Stańczak', 'Per Sandin']",Introduction to early in vitro identification of metabolites of new chemical entities in drug discovery and development,2006
https://pubmed.ncbi.nlm.nih.gov/33623737/#affiliation-1,['2020 Dec 10;'],"['Mohamed Y Elwazir', '\n              2\n            ', '\n              3\n            ']",Artificial Intelligence in COVID-19 Ultrastructure,2020
https://pubmed.ncbi.nlm.nih.gov/25501275/#affiliation-1,['2015 Jul;'],"['Heung-Il Suk', 'Chong-Yaw Wee', 'Dinggang Shen']",Supervised Discriminative Group Sparse Representation for Mild Cognitive Impairment Diagnosis,2015
https://pubmed.ncbi.nlm.nih.gov/31898644/#affiliation-1,['2020;'],"['Wen-Na Liu', 'Yang-Yang Zhang', 'Xu-Qiang Bian', 'Li-Juan Wang', 'Qiang Yang', 'Xi-Dou Zhang', 'Jin Huang']",Study on detection rate of polyps and adenomas in artificial-intelligence-aided colonoscopy,2020
https://pubmed.ncbi.nlm.nih.gov/7760309/#affiliation-1,['1995;'],"['A M Vollmar', 'U Preusser', 'W Kraft']","Endothelin concentration in plasma of healthy dogs and dogs with congestive heart failure, renal failure, diabetes mellitus, and hyperadrenocorticism",1995
https://pubmed.ncbi.nlm.nih.gov/29686738/#affiliation-1,['2018 Apr 16;'],"['María Gallardo-Gómez', 'Sebastian Moran', 'María Páez de la Cadena', 'Vicenta Soledad Martínez-Zorzano', 'Francisco Javier Rodríguez-Berrocal', 'Mar Rodríguez-Girondo', '\n              4\n            ', '\n              2\n            ', '\n              5\n            ', '\n              6\n            ', '\n              7\n            ', '\n              7\n            ', '\n              8\n            ', '\n              1\n            ']",A new approach to epigenome-wide discovery of non-invasive methylation biomarkers for colorectal cancer screening in circulating cell-free DNA using pooled samples,2018
https://pubmed.ncbi.nlm.nih.gov/23475352/#affiliation-1,['2013 Jun;'],"['Chris McIntosh', 'Igor Svistoun']",Groupwise conditional random forests for automatic shape classification and contour quality assessment in radiotherapy planning,2013
https://pubmed.ncbi.nlm.nih.gov/33086171/#affiliation-1,['2021 Jan;'],"['Shu-Wen Weng', 'Chuen-Chau Chang', 'Ta-Liang Chen', 'Chun-Chieh Yeh', 'Chaur-Jong Hu', 'Hsin-Long Lane', 'Chien-Chang Liao', 'Chun-Chuan Shih']",Risk of diabetes in stroke patients who used Bu Yang Huan Wu Tang: A nationwide propensity-score matched study,2021
https://pubmed.ncbi.nlm.nih.gov/23942069/#affiliation-1,['2013 Sep 3;'],"['H X Yang', 'W Feng', 'T S Zeng', 'L J Zhang', 'R Z Luo', 'J H Fu']",Support vector machine-based nomogram predicts postoperative distant metastasis for patients with oesophageal squamous cell carcinoma,2013
https://pubmed.ncbi.nlm.nih.gov/20417323/#affiliation-1,['2010 Apr 30;'],"['Jan Luts', 'Fabian Ojeda', 'Bart De Moor', 'Johan A K Suykens']",A tutorial on support vector machine-based methods for classification problems in chemometrics,2010
https://pubmed.ncbi.nlm.nih.gov/15191295/#affiliation-1,['2004 May;'],"['Weijie Chen', 'Maryellen L Giger', 'Ulrich Bick']",Computerized interpretation of breast MRI: investigation of enhancement-variance dynamics,2004
https://pubmed.ncbi.nlm.nih.gov/20540910/#affiliation-1,['2010 Jul;'],"['Arnau Oliver', 'Xavier Lladó', 'Robert Martí', 'Josep Pont']",Influence of using manual or automatic breast density information in a mass detection CAD system,2010
https://pubmed.ncbi.nlm.nih.gov/32601592/#affiliation-1,['2020 Jun;'],"['Bhornsawan Thanathornwong', 'Siriwan Suebnukarn']",Automatic detection of periodontal compromised teeth in digital panoramic radiographs using faster regional convolutional neural networks,2020
https://pubmed.ncbi.nlm.nih.gov/18373666/#affiliation-1,['2008 Sep;'],"['Jinjin Wu', 'Heidi Estner', 'Ekrem Ucer', 'Andreas Pflaumer', 'Gabriele Hessling']",Automatic 3D mapping of complex fractionated atrial electrograms (CFAE) in patients with paroxysmal and persistent atrial fibrillation,2008
https://pubmed.ncbi.nlm.nih.gov/24094590/#affiliation-1,['2013;'],"['Yossi Tsadok', 'Yael Petrank', 'Thor Edvardsen']",Automatic segmentation of cardiac MRI cines validated for long axis views,2013
https://pubmed.ncbi.nlm.nih.gov/33323564/#affiliation-1,['2021 Jan;'],"['Jatinder Bali', 'Ojasvini Bali']",Artificial intelligence in ophthalmology and healthcare: An updated review of the techniques in use,2021
https://pubmed.ncbi.nlm.nih.gov/24842859/#affiliation-1,['2014 Dec;'],"['Bernhard Fuerst', 'Wolfgang Wein', 'Markus Müller', 'Nassir Navab']",Automatic ultrasound-MRI registration for neurosurgery using the 2D and 3D LC(2) Metric,2014
https://pubmed.ncbi.nlm.nih.gov/22261024/#affiliation-1,['2012 Feb 1;'],"['Sadaf Naeem', 'Peter Hylands']",Construction of an Indonesian herbal constituents database and its use in Random Forest modelling in a search for inhibitors of aldose reductase,2012
https://pubmed.ncbi.nlm.nih.gov/11465463/#affiliation-1,['2001 Jul;'],"['L Zheng', 'A K Chan']",An artificial intelligent algorithm for tumor detection in screening mammogram,2001
https://pubmed.ncbi.nlm.nih.gov/21215663/#affiliation-1,['2011 Mar;'],"['Ethan J Halpern', 'David J Halpern']",Diagnosis of coronary stenosis with CT angiography comparison of automated computer diagnosis with expert readings,2011
https://pubmed.ncbi.nlm.nih.gov/31298578/#affiliation-1,['2019 Jun;'],"['Inas Elsayed', '\n              2\n            ', '\n              4\n            ', '\n              1\n            ', '\n              3\n            ']",PLK1 inhibition in cancer therapy: potentials and challenges,2019
https://pubmed.ncbi.nlm.nih.gov/23286031/#affiliation-1,['2012;'],"['Elena Bernardis', 'Ender Konukoglu', 'Dimitris N Metaxas', 'Kilian M Pohl']",Temporal shape analysis via the spectral signature,2012
https://pubmed.ncbi.nlm.nih.gov/30993432/#affiliation-1,['2019 Sep;'],"['Alejandro Rodriguez-Ruiz', '\n              2\n            ', '\n              3\n            ', '\n              2\n            ', '\n              1\n            ', '\n              4\n            ', 'Gisella Gennaro', 'Paola Clauser', 'Thomas H Helbich', 'Margarita Chevalier', 'Thomas Mertelmeier', 'Matthew G Wallis', 'Ingvar Andersson', 'Sophia Zackrisson', 'Ioannis Sechopoulos', '\n              5\n            ', '\n              13\n            ']",Can we reduce the workload of mammographic screening by automatic identification of normal exams with artificial intelligence? A feasibility study,2019
https://pubmed.ncbi.nlm.nih.gov/31590140/#affiliation-1,['2019 Dec;'],"['Ching-Heng Lin', 'Kai-Cheng Hsu', 'Kory R Johnson', 'Marie Luby', 'Yang C Fann']",Applying density-based outlier identifications using multiple datasets for validation of stroke clinical outcomes,2019
https://pubmed.ncbi.nlm.nih.gov/21096599/#affiliation-1,['2010;'],"['Grazia Raguso', 'Antonietta Ancona', ""Samuela L'abbate"", 'Fabio Mangieri', 'Rangaraj M Rangayyan']",Application of fractal analysis to mammography,2010
https://pubmed.ncbi.nlm.nih.gov/25485421/#affiliation-1,['2014;'],"['Azar Rahimi', 'Linwei Wang']",Hierarchical multiple-model Bayesian approach to transmural electrophysiological imaging,2014
https://pubmed.ncbi.nlm.nih.gov/16830947/#affiliation-1,['2006 Jul;'],"['Amol Pednekar', 'Uday Kurkure', 'Scott Flamm']",Automated left ventricular segmentation in cardiac MRI,2006
https://pubmed.ncbi.nlm.nih.gov/23564178/#affiliation-1,['2013 May;'],"['Scott D Tanner', 'Vladimir I Baranov', 'Dmitry R Bandura']",An introduction to mass cytometry: fundamentals and applications,2013
https://pubmed.ncbi.nlm.nih.gov/32054307/#affiliation-1,['2020 Mar;'],"['Jade Parker', 'Heather Jones', 'Jenny Straiton']",Developing new ways to diagnose cancer,2020
https://pubmed.ncbi.nlm.nih.gov/18006929/#affiliation-1,['2007 Nov;'],"['Ho-Sheng Lin', 'Harvinder S Talwar', 'Alexei Ionan', 'Bin Ye', 'Saroj Mohapatra', 'George H Yoo', 'Fulvio Lonardo', 'Adam J Folbe', 'Judith Abrams']",Autoantibody approach for serum-based detection of head and neck cancer,2007
https://pubmed.ncbi.nlm.nih.gov/24376080/#affiliation-1,['2014 Mar;'],"['Evgenios N Kornaropoulos', 'M Khalid Khan Niazi', 'Metin N Gurcan']",Histopathological image analysis for centroblasts classification through dimensionality reduction approaches,2014
https://pubmed.ncbi.nlm.nih.gov/29206758/#affiliation-1,['2019 Mar;'],"['Stela Vujosevic', 'Andrea Muraca', 'Micol Alkabes', 'Edoardo Villani', '\n              3\n            ', '\n              4\n            ', '\n              5\n            ', '\n              1\n            ']",EARLY MICROVASCULAR AND NEURAL CHANGES IN PATIENTS WITH TYPE 1 AND TYPE 2 DIABETES MELLITUS WITHOUT CLINICAL SIGNS OF DIABETIC RETINOPATHY,2019
https://pubmed.ncbi.nlm.nih.gov/15344464/#affiliation-1,['2003 Jul;'],"['Yan Xia', 'QingMao Hu', 'Wieslaw L Nowinski']",Knowledge-driven automated extraction of the human cerebral ventricular system from MR images,2003
https://pubmed.ncbi.nlm.nih.gov/17340125/#affiliation-1,['2007 Apr;'],"['Duy Nguyen', 'Karen Masterson']",Comparative evaluation of active contour model extensions for automated cardiac MR image segmentation by regional error assessment,2007
https://pubmed.ncbi.nlm.nih.gov/28416144/#affiliation-1,['2017 Sep;'],"['Aleksander Sadikov', 'Vida Groznik', 'Martin Možina', 'Jure Žabkar', 'Dag Nyholm', 'Mevludin Memedi', 'Ivan Bratko', 'Dejan Georgiev']",Feasibility of spirography features for objective assessment of motor function in Parkinson's disease,2017
https://pubmed.ncbi.nlm.nih.gov/30807909/#affiliation-1,['2019 Apr;'],"['Emily Muller', 'Jonathan P Shock', 'Andreas Bender', 'Julian Kleeberger', 'Tobias Högen', 'Martin Rosenfelder', 'Bubacarr Bah', 'Alex Lopez-Rolon']",Outcome prediction with serial neuron-specific enolase and machine learning in anoxic-ischaemic disorders of consciousness,2019
https://pubmed.ncbi.nlm.nih.gov/30858555/#affiliation-1,['2019 Mar 11;'],"['Nirupma Singh', 'Venugopal Bhatia', 'Shubham Singh', 'Sonika Bhatnagar']",MorCVD: A Unified Database for Host-Pathogen Protein-Protein Interactions of Cardiovascular Diseases Related to Microbes,2019
https://pubmed.ncbi.nlm.nih.gov/30364792/#affiliation-1,['2018 Oct 16;'],"['Muthuraman Alagappan', 'Jeremy R Glissen Brown', 'Yuichi Mori', 'Tyler M Berzin']",Artificial intelligence in gastrointestinal endoscopy: The future is almost here,2018
https://pubmed.ncbi.nlm.nih.gov/18044553/#affiliation-1,['2007;'],"['Axel Krieger', 'Csaba Csoma', 'Peter Guion', 'Gabor Fichtinger']",Design and preliminary accuracy studies of an MRI-guided transrectal prostate intervention system,2007
https://pubmed.ncbi.nlm.nih.gov/19408350/#affiliation-1,['2009 Jul 1;'],"['Evangelia I Zacharaki', 'Cosmina S Hogea', 'George Biros']",Non-diffeomorphic registration of brain tumor images by simulating tissue loss and tumor growth,2009
https://pubmed.ncbi.nlm.nih.gov/21622202/#affiliation-1,['2011 Jun 1;'],"['Wei Tang', 'Yong-quan Shi', 'Xiang-fang Chen', 'Shu-wei Zhao']",Serum biomarker of diabetic peripheral neuropathy indentified by differential proteomics,2011
https://pubmed.ncbi.nlm.nih.gov/18044653/#affiliation-1,['2007;'],"['Duygu Tosun', 'Simon Duchesne', 'Arthur W Toga', 'Christian Barillot']",3-D analysis of cortical morphometry in differential diagnosis of Parkinson's plus syndromes: mapping frontal lobe cortical atrophy in progressive supranuclear palsy patients,2007
https://pubmed.ncbi.nlm.nih.gov/17002088/#affiliation-1,['2006 Aug;'],"['Siyi Ding', 'Jie Yang', 'Qing Xu']",[Automatic segmentation of three dimension medical image series],2006
https://pubmed.ncbi.nlm.nih.gov/24505744/#affiliation-1,['2013;'],"['Xiaojie Huang', 'Donald P Dione', 'Ben A Lin', 'Alda Bregasi', 'Albert J Sinusas', 'James S Duncan']",Segmentation of 4D echocardiography using stochastic online dictionary learning,2013
https://pubmed.ncbi.nlm.nih.gov/18051139/#affiliation-1,['2007;'],"['Fredrik Orderud', 'Jøger Hansgård']",Real-time tracking of the left ventricle in 3D echocardiography using a state estimation approach,2007
https://pubmed.ncbi.nlm.nih.gov/18051111/#affiliation-1,['2007;'],"['Antonio Moreno', 'Sylvie Chambon', 'Roberta Brocardo', 'Jannick P Rolland', 'Isabelle Bloch']",Thoracic CT-PET registration using a 3D breathing model,2007
https://pubmed.ncbi.nlm.nih.gov/32497048/#affiliation-1,['2020 Jun 4;'],"['Rongjun Chen', 'Jinhui Lin']",Identification of feature risk pathways of smoking-induced lung cancer based on SVM,2020
https://pubmed.ncbi.nlm.nih.gov/17167999/#affiliation-1,['2006 Dec;'],"['Ismail B Tutar', 'Sayan D Pathak', 'Paul S Cho', 'Yongmin Kim']",Semiautomatic 3-D prostate segmentation from TRUS images using spherical harmonics,2006
